Subject,Start Date,Start Time,End Date,End Time,Location,Description
"☕ Seattle Day 3 · Gourmondo Café","2026-11-03","14:35","2026-11-03","15:05","Gourmondo Café, 201 Elliott Ave W, Seattle, WA 98101","Trivia: Gourmondo is a Seattle-based cafe and catering company -- this Elliott Ave W location sits near the Climate Pledge Arena/Uptown area, north of the main waterfront piers.
Menu: https://order.toasttab.com/online/gourmondo-cafes-cafe-1-201-elliott-ave-w
ORDER: 12 oz cold brew, $5.15 + 10.35% WA sales tax = $5.68.
Hours: M-F 7:30 AM-3:30 PM, closed weekends -- Tue Nov 3 arrival is well before close.
Estimated cost: $5.68.
Location: Gourmondo Café, 201 Elliott Ave W, Seattle, WA 98101
Payment: Cards accepted
Estimated cost: $5.68.
Duration: 25 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-1-gourmondo-caf"
"🎟️ Seattle Day 3 · Sirens of Spring - photo stop","2026-11-03","15:05","2026-11-03","15:20","Sirens of Spring, 3155 Alaskan Way, Seattle, WA 98121","Trivia: Sirens of Spring is a waterfront art installation near Myrtle Edwards Park -- poetic words etched on metal plaques celebrating water and urban transformation themes.
Estimated cost: Free.
Location: Sirens of Spring, 3155 Alaskan Way, Seattle, WA 98121
Payment: Free walk-in
Duration: 10 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-2-sirens-of-spring-photo-stop"
"🚶 Seattle Day 3 · Olympic Sculpture Park","2026-11-03","15:20","2026-11-03","15:40","Olympic Sculpture Park, 2901 Western Ave","Trivia: Olympic Sculpture Park is a free 9-acre outdoor branch of the Seattle Art Museum, opened 2007, with large-scale sculpture set against Elliott Bay and Olympic Mountains views.
Outdoor sculpture park with Elliott Bay views.
Estimated cost: Free.
Location: Olympic Sculpture Park, 2901 Western Ave
Payment: Free walk-in
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-3-olympic-sculpture-park"
"🎟️ Seattle Day 3 · Pier 62 - photo stop","2026-11-03","15:40","2026-11-03","15:55","Pier 62, Alaskan Way, Seattle, WA 98121","Trivia: Pier 62 is part of the ~$1.2B Waterfront Seattle redevelopment -- a floating dock and lawn used for events and public gathering, part of the same string of public spaces as Waterfront Park.
Waterfront viewing pier.
Estimated cost: Free.
Location: Pier 62, Alaskan Way, Seattle, WA 98121
Payment: Free walk-in
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-4-pier-62-photo-stop"
"🍽️ Seattle Day 3 · Old Stove Brewing","2026-11-03","15:55","2026-11-03","16:15","Old Stove Brewing, MarketFront, 1901 Western Ave Ste A","Trivia: Old Stove Brewing's MarketFront taproom sits right on the water at Pike Place's newer lower level, with direct Elliott Bay views from the patio.
Menu: https://oldstove.com/menus/
ORDER: Wheyhey Pilsner or the Chowder Beer (Old Stove's signature) with Elliott Bay views from the MarketFront patio.
Estimated cost: $13 all-in (menu price + tax + tip).
Location: Old Stove Brewing, MarketFront, 1901 Western Ave Ste A
Payment: Cards accepted
Estimated cost: $13.
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-5-old-stove-brewing"
"🎟️ Seattle Day 3 · Seattle Great Wheel - photo stop","2026-11-03","16:15","2026-11-03","16:30","Seattle Great Wheel, Pier 57","Trivia: The Seattle Great Wheel is a 175-ft Ferris wheel on Pier 57, one of the tallest on the US West Coast, opened 2012.
Estimated cost: Free (photo only, no ride).
Location: Seattle Great Wheel, Pier 57
Payment: Free walk-in
Duration: 10 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-6-seattle-great-wheel-photo-stop"
"🚶 Seattle Day 3 · Harbor Steps","2026-11-03","16:30","2026-11-03","16:45","Harbor Steps, 1301 Western Ave","Trivia: Harbor Steps is a public staircase and plaza connecting downtown Seattle to the waterfront, near the Seattle Art Museum.
Estimated cost: Free.
Location: Harbor Steps, 1301 Western Ave
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-7-harbor-steps"
"🚶 Seattle Day 3 · Walk back to Palihotel","2026-11-03","16:45","2026-11-03","17:00","Waterfront -> Downtown","Purpose: Short walk back for happy hour.
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-8-walk-back-to-palihotel"
"📍 Seattle Day 3 · The Hart and the Hunter happy hour - 2 cocktails","2026-11-03","17:00","2026-11-03","18:40","The Hart and the Hunter, 111 Pine St","Palihotel's in-house restaurant runs Tuesday ALL NIGHT happy hour, 3-9pm: $4 draft beers, $8 wines by the glass, $12 cocktails, and snacks (Tue-Sat is 3-6pm otherwise). Start shifted from 4:10 PM to 5:00 PM to follow the waterfront loop (moved here from Day 2 to protect Day 2's Sky View sunset hard stop) -- still well inside the 3-9pm window.
ORDER: Any two of Espresso Martini, Bloody Mary, House Spritz, French 75, Irish Coffee, or Japanese Old Fashioned -- all $12 at happy hour price (normally $17 each).
Estimated cost: 2 cocktails at $12 = $24 + 10.5% WA sales tax ($2.52) + 18% tip ($4.32) = $30.84.
Location: The Hart and the Hunter, 111 Pine St
Website: https://thehartandthehunter.com/
Payment: Cards accepted, no cash
Estimated cost: $30.84.
Duration: 100 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-9-the-hart-and-the-hunter-happy-"
"🚇 Seattle Day 3 · Transit to Capitol Hill","2026-11-03","18:40","2026-11-03","19:10","Downtown -> Capitol Hill","Purpose: Consolidated Capitol Hill evening: Saint John's dinner, Salt & Straw dessert, and Menya Musashi ramen. Shifted ~50 min later than before since happy hour now follows the waterfront loop.
Duration: 10 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-10-transit-to-capitol-hill"
"🍽️ Seattle Day 3 · Saint John's Bar and Eatery dinner","2026-11-03","19:10","2026-11-03","20:25","Capitol Hill","Menu/happy hour: https://www.saintjohnsseattle.com/happyhour-v1
ORDER: Fried chicken sandwich or the burger, plus a house margarita ($6 flat).
Estimated cost: $42 with tax and tip.
Payment: Cards accepted
Estimated cost: $42.
Duration: 75 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-11-saint-john-s-bar-and-eatery-d"
"📍 Seattle Day 3 · Salt & Straw Capitol Hill dessert","2026-11-03","20:25","2026-11-03","20:55","Capitol Hill","Menu: https://saltandstraw.com/pages/capitol-hill
ORDER: A seasonal flavor flight (2-3 scoop taste) if you can't decide, or go straight for Honey Lavender / Sea Salt with Caramel Ribbons as the signature picks.
Estimated cost: $9.
Payment: Cards accepted
Estimated cost: $9.
Duration: 30 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-12-salt-straw-capitol-hill-desse"
"🍽️ Seattle Day 3 · Menya Musashi ramen dinner","2026-11-03","20:55","2026-11-03","21:55","Capitol Hill","Menu: https://menyamuso.us/ramen-menu-seattle/
ORDER: Musashi Tonkotsu ramen (the house signature) with a side of gyoza to split.
Estimated cost: $27.
Payment: Cards/gift cards only -- Menya Musashi is explicitly cashless
Estimated cost: $27.
Duration: 60 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-13-menya-musashi-ramen-dinner"
"🚇 Seattle Day 3 · Transit back to Palihotel","2026-11-03","21:55","2026-11-03","22:15","Capitol Hill -> Downtown","Purpose: Transit back to Palihotel keeps the bainbridge day trip - ferry from downtown route on track.
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-14-transit-back-to-palihotel"
"🛌 Seattle Day 3 · Hotel wind-down / Sleep","2026-11-03","22:15","2026-11-04","07:30","Palihotel base","Purpose: Full recovery before the last Seattle full-activity day.
Duration: 9 hrs.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-15-hotel-wind-down-sleep"
"🛌 Seattle Day 4 · Wake + prep","2026-11-04","07:30","2026-11-04","08:10","Palihotel base","Purpose: Wake + prep keeps the fremont + ballard neighborhood day - direct from downtown base route on track.
Duration: 40 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-4-0-0-wake-prep"
"☕ Seattle Day 4 · Analog Coffee stop","2026-11-04","08:10","2026-11-04","08:30","Analog Coffee, 235 Summit Ave E","Menu: https://www.analogcoffee.com/
ORDER: Cortado (their signature pull) or a drip coffee if you want something simpler for the transit ahead.
Estimated cost: $4.50.
Location: Analog Coffee, 235 Summit Ave E
Payment: Cards accepted
Estimated cost: $4.5.
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-4-0-1-analog-coffee-stop"
"🚇 Seattle Day 4 · Transit to Fremont","2026-11-04","08:30","2026-11-04","09:15","Capitol Hill -> Fremont","Purpose: First ORCA ride of Day 4 -- flat $6 day-pass charge.
Estimated cost: $6.
Duration: 45 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-4-0-2-transit-to-fremont"
"🚶 Seattle Day 4 · Fremont walking loop","2026-11-04","09:15","2026-11-04","11:05","Fremont","Purpose: Fremont walking loop keeps the fremont + ballard neighborhood day - direct from downtown base route on track.
Duration: 110 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-4-0-3-fremont-walking-loop"
"🍽️ Seattle Day 4 · Uneeda Burger Fremont lunch","2026-11-04","11:05","2026-11-04","12:30","Uneeda Burger","Counter-service Fremont burger institution.
Menu: https://uneedaburger.com/seattle-fremont-uneeda-burger-food-menu
ORDER: Uneeda Burger Chipotle Chicken Burger.
Fruity: Strawberry or seasonal milkshake is the fruit-leaning move here.
Estimated cost: $18 with tip.
Location: Uneeda Burger
Payment: Cards accepted
Estimated cost: $18.
Duration: 85 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-4-1-0-uneeda-burger-fremont-lunch"
"🚇 Seattle Day 4 · Transit to Ballard","2026-11-04","12:30","2026-11-04","12:55","Fremont -> Ballard","Purpose: Transit to Ballard keeps the fremont + ballard neighborhood day - direct from downtown base route on track.
Duration: 25 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-4-1-1-transit-to-ballard"
"🚶 Seattle Day 4 · Ballard Ave + locks area explore","2026-11-04","12:55","2026-11-04","14:45","Ballard","Purpose: Ballard Ave + locks area explore keeps the fremont + ballard neighborhood day - direct from downtown base route on track.
Duration: 110 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-4-1-2-ballard-ave-locks-area-explore"
"☕ Seattle Day 4 · Ballard Coffee Works reset","2026-11-04","14:45","2026-11-04","15:30","Ballard Coffee Works, 2060 NW Market St","Ballard Coffee Works for the afternoon reset before heading back downtown.
Menu: https://www.ballardcoffee-co.com/menus
ORDER: Cold Brew (16oz).
SKIP: Heavy snack unless your feet are dragging.
Estimated cost: $6.
Location: Ballard Coffee Works, 2060 NW Market St
Payment: Cards confirmed; mixed reviews on whether cash is always accepted -- use card as primary
Estimated cost: $6.
Duration: 45 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-4-1-3-ballard-coffee-works-reset"
"🚇 Seattle Day 4 · Transit back to Palihotel","2026-11-04","15:30","2026-11-04","16:15","Ballard -> Downtown","Purpose: Transit back to Palihotel keeps the fremont + ballard neighborhood day - direct from downtown base route on track.
Duration: 45 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-4-2-0-transit-back-to-palihotel"
"🛌 Seattle Day 4 · Return and pack for train day","2026-11-04","16:15","2026-11-05","07:00","Palihotel base","Purpose: Dinner removed from plan -- open evening slot, wind-down and rest block so the train departure stays protected. Last night in Seattle.
Duration: 8+ hrs.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-4-2-1-return-and-pack-for-train-day"
"🛌 Portland Day 5 · Wake, final pack, checkout prep","2026-11-05","07:00","2026-11-05","09:00","Palihotel base","Purpose: Light prep and packing. King Street Station is walking distance from downtown Palihotel. Grab-and-go breakfast from the H Mart/Target run stocked on Day 1 covers this morning -- no separate breakfast stop needed.
Duration: 120 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-5-0-0-wake-final-pack-checkout-prep"
"🚶 Portland Day 5 · Checkout and walk to King Street Station","2026-11-05","09:00","2026-11-05","09:15","Downtown -> King Street","Purpose: Short walk from downtown to King Street Station. Palihotel proximity makes this very manageable.
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-5-0-1-checkout-and-walk-to-king-stre"
"🛌 Portland Day 5 · Station arrival + platform prep","2026-11-05","09:15","2026-11-05","12:10","King Street Station","Purpose: Settle in at the station with plenty of margin before boarding.
Duration: 55 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-5-0-2-station-arrival-platform-prep"
"🚇 Portland Day 5 · Amtrak Cascades 517 SEA -> PDX","2026-11-05","12:10","2026-11-05","15:35","Intercity rail","Purpose: Reservation 29CB3A-17MAY26, $29 fare plus $19 successful bid to business class.
Estimated cost: $48.
Duration: 3h 25m.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-5-1-0-amtrak-cascades-517-sea-pdx"
"🚇 Portland Day 5 · Arrive Portland Union Station and transfer to Hotel Vance","2026-11-05","15:35","2026-11-05","16:20","Union Station -> Hotel Vance","Purpose: First TriMet-system ride in Portland on Day 5 -- flat $6 day-pass charge.
Estimated cost: $6.
Duration: 35 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-5-1-1-arrive-portland-union-station-"
"🛌 Portland Day 5 · Check in and reset","2026-11-05","16:20","2026-11-05","18:00","Hotel Vance Portland","Purpose: Settle into Hotel Vance after the Seattle-to-Portland transfer.
Duration: 100 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-5-1-2-check-in-and-reset"
"🚶 Portland Day 5 · Easy downtown orientation walk","2026-11-05","18:00","2026-11-05","18:35","Downtown Portland","Purpose: Easy downtown orientation walk keeps the checkout + amtrak transfer + light portland evening route on track.
Duration: 30 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-5-2-0-easy-downtown-orientation-walk"
"🛍️ Portland Day 5 · Apple Pioneer Place time block","2026-11-05","18:35","2026-11-05","19:15","Apple Pioneer Place, 450 SW Yamhill St","Short downtown stop to check the Apple store and Pioneer Place architecture.
Purpose: Use this as the Portland phone / accessory browse block, not a full shopping spree.
Photo angle: The store frontage and mall atrium make a clean city-photo backdrop.
Estimated cost: Free unless you buy the new phone or accessories.
Payment: Cards accepted.
Location: Apple Pioneer Place, 450 SW Yamhill St
Website: https://www.apple.com/retail/pioneerplace/
Payment: Cards accepted
Duration: 35 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-5-2-1-apple-pioneer-place-time-block"
"🍽️ Portland Day 5 · Luc Lac Vietnamese Kitchen dinner","2026-11-05","19:15","2026-11-05","20:30","Downtown Portland","First dinner in Portland after the travel day.
Menu: https://luclacpdx.com/
ORDER: Round Steak & Lean Brisket -- rare slices of steak cooked with citrus, pineapple sauce, cilantro, onions, fresh herbs, peanuts and shallots.
Fruity: Ask for the most fruit-forward seasonal cocktail or their coconut-leaning drink.
Skip: Soup. Save room for the rice-and-beef lane.
Estimated cost: $15.
Payment: Cards accepted
Estimated cost: $15.
Duration: 75 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-5-2-2-luc-lac-vietnamese-kitchen-din"
"🛌 Portland Day 5 · Hotel Vance wind-down / Sleep","2026-11-05","20:30","2026-11-06","07:00","Hotel Vance Portland","Purpose: Full recovery night before the first deeper Portland day.
Duration: 10 hrs.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-5-2-3-hotel-vance-wind-down-sleep"
"🛌 Portland Day 6 · Wake + quick breakfast + prep","2026-11-06","07:00","2026-11-06","07:50","Hotel Vance Portland","Purpose: Early start to catch the westbound POINT NorthWest bus.
Duration: 50 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-6-0-0-wake-quick-breakfast-prep"
"🚇 Portland Day 6 · Transit to Portland Union Station","2026-11-06","07:50","2026-11-06","08:10","Hotel Vance -> Union Station","Purpose: Walk or MAX to Union Station (800 NW 6th Ave). First TriMet-system ride of Day 6 -- flat $6 day-pass charge.
Estimated cost: $6.
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-6-0-1-transit-to-portland-union-stat"
"🚇 Portland Day 6 · POINT NorthWest bus to Cannon Beach (boarding)","2026-11-06","08:10","2026-11-06","08:28","Portland Union Station","Purpose: Confirmed 8:28 AM departure window. Tickets can be purchased at Amtrak kiosks, online, or by phone 1-800-872-7245.
Duration: 18 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-6-0-2-point-northwest-bus-to-cannon-"
"🚇 Portland Day 6 · Depart Portland Union Station (POINT NorthWest)","2026-11-06","08:28","2026-11-06","11:46","Intercity bus","Purpose: Confirmed schedule: PDX Union Station to Astoria, OR (via ART connecting bus 5500), arrives 11:46 AM. $40 covers the confirmed round-trip fare.
Estimated cost: $40.
Duration: 198 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-6-1-0-depart-portland-union-station-"
"🚇 Portland Day 6 · Arrive Cannon Beach","2026-11-06","11:46","2026-11-06","11:50","Cannon Beach","Purpose: Bus stops at 1170 S Hemlock St, downtown Cannon Beach.
Duration: 0 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-6-1-1-arrive-cannon-beach"
"🎟️ Portland Day 6 · Orientation + Haystack Rock walk","2026-11-06","11:50","2026-11-06","14:50","Haystack Rock, Tolovana Beach State Recreation Site","Iconic Cannon Beach sea-stack exploration.
What to see: 235-foot Haystack Rock visible from the beach.
Tide pools: Low tide is essential for exploring tide pools around the base of the rock. Check NOAA tide times for November 6, 2026 before the trip at noaa.gov or tide-forecast.com. Optimal window usually a couple hours before/after the lowest tide.
What to bring: Layers (coastal wind), water, snacks, camera.
Warnings: Lifeguards and patrol trucks monitor the area; stay off exposed rocks to protect tide-pool ecosystems.
Estimated cost: Free.
Location: Haystack Rock, Tolovana Beach State Recreation Site
Website: https://www.cannonbeach.org/things-to-do/beaches-and-parks/haystack-rock/
Payment: No admission; public land open 24/7
Duration: 180 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-6-1-2-orientation-haystack-rock-walk"
"🍽️ Portland Day 6 · Cannon Beach lunch, coffee, and cocktail","2026-11-06","14:50","2026-11-06","17:40","Cannon Beach downtown","Suggested default: Pelican Brewing Cannon Beach, oceanfront taproom right on the beach.
Menu: https://pelicanbrewing.com/menus/
ORDER: Fish and chips or the Pelican burger, plus a Kiwanda Cream Ale or a seasonal cocktail.
Coffee alternate: Sea Level Bakery (2 minutes inland) for coffee/pastry if you'd rather split the stop.
Estimated cost: $100 (lunch, coffee, and a cocktail with tip).
Payment: Cards accepted
Estimated cost: $100.
Duration: 90 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-6-1-3-cannon-beach-lunch-coffee-and-"
"🚇 Portland Day 6 · Transit to bus stop + board return bus","2026-11-06","17:40","2026-11-06","17:55","Downtown Cannon Beach","Purpose: Confirmed schedule: Astoria departs 5:55 PM, arrives Portland Union Station 9:00 PM.
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-6-2-0-transit-to-bus-stop-board-retu"
"🚇 Portland Day 6 · Depart Astoria (POINT NorthWest return)","2026-11-06","17:55","2026-11-06","21:00","Intercity bus","Purpose: Confirmed return leg: Astoria, OR to Portland, OR Union Station (via ART connecting bus 5565), arrives 9:00 PM. Fare already covered in the outbound $40.
Duration: 185 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-6-2-1-depart-astoria-point-northwest"
"🚇 Portland Day 6 · Arrive Portland Union Station + transfer to Hotel Vance","2026-11-06","21:00","2026-11-06","21:20","Union Station -> Hotel Vance","Purpose: Return transfer. Cost $0 -- covered by the day's $6 TriMet pass.
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-6-2-2-arrive-portland-union-station-"
"🛌 Portland Day 6 · Hotel wind-down + early sleep","2026-11-06","21:20","2026-11-07","07:45","Hotel Vance Portland","Purpose: Settle in and rest after a full coastal day.
Duration: 9.5 hrs.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-6-2-3-hotel-wind-down-early-sleep"
"🛌 Portland Day 7 · Wake + prep","2026-11-07","07:45","2026-11-07","08:05","Hotel Vance Portland","Purpose: Wake + prep keeps the portland saturday market + local food route on track.
Duration: 40 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-7-0-0-wake-prep"
"☕ Portland Day 7 · Stumptown coffee + coffee bean buy","2026-11-07","08:05","2026-11-07","08:35","Stumptown Coffee Roasters, 1026 SW Stark St","Portland flagship coffee stop before the Saturday Market day.
Website: https://www.stumptowncoffee.com/
Order: Guatemala El Injerto Bourbon whole-bean bag ($25) plus a 16oz Original Cold Brew ($6).
Estimated cost: $31.
Location: Stumptown Coffee Roasters, 1026 SW Stark St
Payment: Cards accepted
Estimated cost: $31.
Duration: 30 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-7-0-1-stumptown-coffee-coffee-bean-b"
"🛌 Portland Day 7 · Slow morning reset","2026-11-07","08:35","2026-11-07","10:30","Hotel Vance Portland","Purpose: Tattoo appointment removed Sep 13, 2026. Keep the morning open before Saturday Market.
Duration: 115 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-7-0-2-slow-morning-reset"
"🚇 Portland Day 7 · Walk/transit to Portland Saturday Market","2026-11-07","10:30","2026-11-07","11:00","Downtown -> Waterfront","Purpose: Short walk, MAX, or streetcar hop to the waterfront market. Cost left at $0 because no day-pass transit is otherwise needed.
Duration: 30 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-7-1-0-walk-transit-to-portland-satur"
"🎟️ Portland Day 7 · Portland Saturday Market browse + lunch","2026-11-07","11:00","2026-11-07","13:15","2 SW Naito Pkwy","Waterfront artisan market block with lunch from the food vendors.
Website: https://www.portlandsaturdaymarket.com/food-vendors-and-partners
Purpose: Shop local makers and graze market food vendors for lunch instead of a sit-down meal.
Payment: Many vendors prefer cash even when some larger booths take cards.
Estimated cost: $50 covering lunch and market browsing.
Location: 2 SW Naito Pkwy
Payment: Many vendors prefer cash; some accept cards
Estimated cost: $50.
Duration: 120 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-7-1-1-portland-saturday-market-brows"
"🛍️ Portland Day 7 · Sephora Portland Downtown browse","2026-11-07","13:15","2026-11-07","13:45","Sephora Portland Downtown","Purpose: Optional perfume browse only. Bleu de Chanel purchase removed Sep 13, 2026; add a new purchase later only if you decide to buy.
Location: Sephora Portland Downtown
Duration: 30 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-7-1-2-sephora-portland-downtown-brow"
"🛌 Portland Day 7 · Hotel Vance reset","2026-11-07","13:45","2026-11-07","17:00","Hotel Vance Portland","Purpose: Keep the afternoon open before Novel Book Bar.
Duration: 195 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-7-1-3-hotel-vance-reset"
"🎟️ Portland Day 7 · Novel Book Bar dinner + cocktail + browse","2026-11-07","17:00","2026-11-07","19:45","Novel Book Bar, Portland","Books, food, and cocktails close to the hotel base. Pretty Ugly Burger dinner removed -- dinner happens here instead so there's no duplicate meal.
Menu: https://www.novelmaine.com/menu
Order: Partly Cloudy ($10) and Carajillo ($14), plus a light food item from the menu (burger $7 / salad $10 / salmon $15) to cover dinner.
Estimated cost: $10 + $14 + $4.50 tip = $29 (add ~$8-15 more if ordering a full food item; kept at $29 baseline).
Location: Novel Book Bar, Portland
Payment: Cards accepted
Estimated cost: $29.
Duration: 90 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-7-2-0-novel-book-bar-dinner-cocktail"
"🛌 Portland Day 7 · Wind-down","2026-11-07","19:45","2026-11-08","08:00","Hotel Vance Portland","Purpose: Wind-down keeps the portland saturday market + local food route on track.
Duration: 12 hrs.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-7-2-1-wind-down"
"🛌 Portland Day 8 · Wake + prep for waterfall tour","2026-11-08","08:00","2026-11-08","09:00","Hotel Vance Portland","Purpose: Earlier start for the 10:30 AM Columbia River Gorge Waterfall Shuttle Tour.
Duration: 60 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-8-0-0-wake-prep-for-waterfall-tour"
"🚇 Portland Day 8 · Travel to Sasquatch Adventures + tour check-in","2026-11-08","09:00","2026-11-08","10:30","Portland -> Columbia River Gorge","Purpose: Arrive 15 minutes early to check in and look around at the Sasquatch Adventures store before the 10:30 AM tour.
Duration: 90 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-8-0-1-travel-to-sasquatch-adventures"
"🎟️ Portland Day 8 · Columbia River Gorge Waterfall Shuttle Tour","2026-11-08","10:30","2026-11-08","13:00","Sasquatch Adventures Store","Waterfall shuttle tour moved to Nov 8, 2026 at 10:30 AM so Nov 7 stays focused on Portland Saturday Market.
Accessible site: https://sasquatchshuttle.com/waterfall-tour/
Title: Columbia River Gorge Waterfall Shuttle Tour.
Receipt total: $82.54, including Adult (12 & Up) ticket $79.00, Trailkeepers of Oregon Donation $2.00, and taxes/fees.
Tour format: narrated shuttle through the Columbia River Gorge Waterfall Corridor, small-group maximum 20 guests, with expert narration and stops at must-see Gorge attractions. Expect about 15 minutes at each stop except Multnomah Falls.
Highlights: Multnomah Falls, Gorge history and nature, 250+ five-star-review positioning, dog-friendly operator, and 20% off at the Sasquatch Adventures store.
Cancellation: free cancellation up to 48 hours in advance for a full refund.
Important: arrive 15 minutes early for check-in. Activity copy also mentions peak-season 8:30 AM and 2:30 PM departures; itinerary uses the traveler-requested 10:30 AM time and Nov 8 placement.
Location: Sasquatch Adventures Store
Payment: Paid booking -- total $82.54
Estimated cost: $82.54.
Duration: 2.5 hrs.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-8-0-2-columbia-river-gorge-waterfall"
"🚇 Portland Day 8 · Return from waterfall tour","2026-11-08","13:00","2026-11-08","14:15","Columbia River Gorge -> Portland","Purpose: Return buffer after the 2.5-hour narrated shuttle tour.
Duration: 75 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-8-1-0-return-from-waterfall-tour"
"🚇 Portland Day 8 · Transit to Cartopia food carts","2026-11-08","14:15","2026-11-08","14:45","Hotel Vance -> SE Hawthorne (Cartopia)","Purpose: Short trip out for a late Cartopia visit. First TriMet-system ride of Day 8 -- flat $6 day-pass charge.
Estimated cost: $6.
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-8-1-1-transit-to-cartopia-food-carts"
